PROVIDER_NUMBER,FYB,FYE,STATUS,Hha_Name,Street_Addr,City,State,Zip_Code
107428,01-JAN-99,31-DEC-99,Settled,SOLEUS HOME CARE OF FL - LARGO,3528 DARIEN HIGHWAY,BRUNSWICK,GA,31525
267241,01-JAN-98,01-OCT-98,Settled,HEALTHCOR -- PHHN -- COLUMBIA,3215 LEMONE INDUSTRIAL BLVD #100,COLUMBIA,MO,65201
397545,01-JUL-98,30-JUN-99,Settled,COHHCARE,36 SALEM DRIVE,GREENSBURG,PA,15601
557287,01-JAN-98,31-DEC-98,Settled,MASTERS HOME HEALTH SERVICES,2435 COLORADO BLVD  SUITE 303,LOS ANGELES,CA,90041
057439,01-DEC-94,30-NOV-95,Settled,HOME HEALTH PROFESSIONALS,675 SO. ARROYO PARKWAY  SUITE 300,PASADENA,CA,91105-3264
108338,01-JAN-08,31-DEC-08,Settled,IDEAL HOME HEALTH  INC,8300 WEST FLAGLER ST  SUITE 200,MIAMI,FL,33144-2096
527079,01-JAN-09,01-MAR-09,Settled,BURNETT COUNTY HEALTH,7410 COUNTY ROAD K,SIREN,WI,54872
097055,01-JAN-08,31-DEC-08,Settled,SPEQTRUM HOME HEALTH,3019 GEORGIA AVENUE NW,WASHINGTON,DC,20001
109390,05-OCT-09,31-DEC-09,Settled,HEALTH SIGNALS HOME CARE  INC.,5200 N FEDERAL HIGHWAY,FORT LAUDERDALE,FL,33308-3253
527204,01-JAN-09,31-DEC-09,Settled,LUTHERAN SOCIAL SERVICES HOME CARE,2000 BLUEMOUND DRIVE,WAUKESHA,WI,53186
108443,01-JAN-09,31-DEC-09,Settled,MASU SYSTEM GROUP  INC.,4155 SW 130 AVE STE 209,MIAMI,FL,33175
109318,01-JAN-11,31-DEC-11,Settled,MED PRO HOME  HEALTH SERVICES INC,12905 SW. 42ND. STREET STE. 109,MIAMI,FL,33175-2910
108021,01-JAN-11,31-DEC-11,Settled,PREMIUM HOME HEALTH CARE  INC.,8550 W. FLAGLER STREET  ST. 103,MIAMI,FL,33144-2037
108160,01-JAN-11,31-DEC-11,Settled,BETTER CARE HOME HEALTH SERVICES,1505 S. UNIVERSITY DRIVE,PLANTATION,FL,33324-4018
108268,01-JAN-11,31-DEC-11,Settled,ALL COAST THERAPY SERVICES  INC,13940 N US HWY 441 - STE 702,LADY LAKE,FL,32159
679060,01-JAN-11,31-DEC-11,Settled,NATIONAL HEALTH SERVICE,3129 ESTERS RD,IRVING,TX,75062
327193,01-JAN-06,30-JUN-06,Settled,LIN-MAR HOME HEALTH,205 W BROADWAY,HOBBS,NM,88240-1379
677762,01-NOV-05,19-MAY-06,Settled,ST MARKS HOME HEALTH,129 NORTH MAIN STREET,LA GRANGE,TX,78945
197457,01-JAN-00,24-MAY-00,Settled,INTERIM HEALTHCARE OF NORTH LA INC.,3018 OLD MINDEN ROAD - SUITE 1109,BOSSIER CITY,LA,71171
147942,01-JAN-10,31-DEC-10,Settled,SPS HOME HEALTH SERVICES  INC.,8427 CRAWFORD,SKOKIE,IL,60076
458339,01-OCT-10,30-SEP-11,Settled,PEDIATRIC SERVICES OF AMERICA,909 E ESPERANZA AVENUE,MCALLEN,TX,785011452
679688,01-JAN-11,31-DEC-11,As Submitted,IMMACULATE HEALTHCARE SERVICES INC,4923 STEEPLE CHASE CT,GRAND PRAIRIE,TX,75052
059025,01-JAN-11,31-DEC-11,As Submitted,SANROSE HOME HEALTH SERVICES  INC.,1080 N. INDIAN CANYON DR. STE. 205,PALM SPRINGS,CA,92262
437300,01-JAN-11,31-DEC-11,As Submitted,STATE HOME CARE SERVICES INC,2908 E 26TH STREET STE 110,SIOUX FALLS,SD,57103
197625,01-JAN-98,31-DEC-98,Settled,ALLIANCE HOME HEALTH SERVICES,3828 VETERANS BLVD #203,METAIRIE,LA,70003
197682,01-JAN-97,31-DEC-97,Settled,ROYALTY HOME HEALTH - FRANKLINTON,3026 GENTILLY BLVD,NEW ORLEANS,LA,70122
227052,01-JAN-98,31-DEC-98,Reopened,CAMBRIDGE VISITING NURSE,186 ALEWIFE BROOK PARKWAY,CAMBRIDGE,MA,02138
347088,01-JUL-95,29-FEB-96,Settled,UNION COUNTY HOME HEALTH AGENCY,500 NORTH MAIN STREET,MONROE,NC,28112-4799
367327,01-JAN-96,31-DEC-96,Settled,NURSES CALLING - TOLEDO,1910 INDIANWOOD CIRCLE,TOLEDO,OH,43537
367751,07-AUG-97,30-APR-98,Settled,SWAP HOME HEALTH SERVICES,411 SOUTH PORTAGE PATH,AKRON,OHIO,44320
367533,01-JAN-11,31-DEC-11,As Submitted,INTEGRITY HOME CARE LTD.,7055 ENGLE ROAD  BLDG. 2,MIDDLEBURG HTS.,OH,44130
677956,01-JAN-11,31-DEC-11,As Submitted,INTEGRITY HOME HEALTH CARE SERVICES,1106 N STATE HWY 360 STE 220,GRAND PRAIRIE,TX,75050
447316,01-JAN-11,31-DEC-11,As Submitted,CARE ALL HOME CARE SERVICES,200 HOBSON STREET,MCMINNVILLE,TN,37110
673181,01-JAN-11,31-DEC-11,As Submitted,ST. MARY S HEALTHCARE  INC.,7211 REGENCY SQUARE  SUITE 240,HOUSTON,TX,77036
679612,01-JAN-11,31-DEC-11,As Submitted,IST CHOICE HEALTHCARE SERVICES INC,2650 FOUNTAIN VIEW DRIVE # 316,HOUSTON,TX,77057-7661
067425,01-JAN-11,31-DEC-11,Settled,DIVINE DEDICATION HOME HEATLH,12510 E. ILIFF AVENUE,AURORA,CO,800141946
677996,01-JAN-10,31-DEC-10,Settled,ALL NATIONS HOME HEALTH SERVICES  IN,7601 W SAM HOUSTON PKWY S,HOUSTON,TX,77072-5227
497542,14-AUG-97,30-APR-98,Settled,MABERY HOME CARE  L.L.C.,,WILLIS,VA,24380
457150,01-JUL-10,30-JUN-11,Settled,LANOITAN HOME HEALTH CARE,9000 WEST BELLFORT,HOUSTON,TX,77031-1715
247267,01-JAN-99,31-MAR-99,Settled,HEALTHSTAF MEDICAL SERVICES  INC.,3601 MINNOSOTA DR.,MINNEAPOLIS,MN,55435
167058,01-JAN-11,31-DEC-11,As Submitted,CLAYTON COUNTY V.N.A.,100 SANDPIT ROAD,ELKADER,IA,52043-0522
397198,01-JAN-99,01-OCT-99,Settled,HOMESTAFF OF DELAWARE VLY,825 PAOLI PIKE 3RD FLOOR,WEST CHESTER,PA,19380
459365,22-SEP-97,30-SEP-98,Settled,CITY HOME HEALTH CARE,7322 SOUTHWEST FREEWAY  SUITE 1802,HOUSTON,TEXAS,77074
457594,01-DEC-95,30-NOV-96,Settled,AMERICARE PROFESSIONALS  HOUSTON OFF,530 EAST NORTH BELT,HOUSTON,TEXAS,77060
747361,04-MAR-10,31-DEC-10,Settled,RIO MED 21 OF SA,921 MATAGORDA,SAN ANTONIO,TX,78210-1018
467248,01-JAN-11,31-DEC-11,As Submitted,HOMECARE SPECIALISTS,495 S OREM BLVD,OREM,UT,84058
368256,01-JAN-10,31-DEC-10,Settled,OHIO CARE RESPONSE HOME HEALTH,3437 WHIPPLE AVE NW,CANTON,OH,44718-3034
497320,01-JAN-10,31-DEC-10,Settled,FIRST CHOICE HOME HEALTH SERVICES,370 NEFF AVENUE  SUITE C,HARRISONBURG,VA,22801
398097,01-JAN-10,04-JUN-10,Settled,AMEDISYS HOME HEALTH- CHAMBERSBURG,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
109211,01-JAN-10,31-DEC-10,Settled,GOOD HOME CARE  INC.,922 S.W. 82ND AVENUE,MIAMI,FL,33144
157596,01-JAN-10,31-DEC-10,Settled,INCARE HOME HEALTHCARE,425 JOLIET STREET,DYER,IN,46311
067483,01-JAN-10,31-DEC-10,Settled,INTERIM HEALTHCARE,325 E. SOUTH BOULDER RD.,LOUISVILLE,CO,800271130
678471,01-JAN-98,15-FEB-98,Settled,ISLAND OF HOPE HOME HEALTH  LLC,2818 EDGEMONT DR.,ABILENE,TX,79605
237050,13-JUL-98,30-JUN-99,Settled,ASSOCIATED HOME CARE,171 DAWSON STREET,SANDUSKY,MI,
237300,01-APR-96,31-JAN-97,Settled,MICHIGAN HOME HEALTH CARE INDR,955 EAST COMMERCE DRIVE,TRAVERSE CITY,MI,49684
337244,01-JAN-99,23-NOV-99,Settled,RECCO HEALTH CARE SERVICES  INC.,524 HCKSVILLE ROAD,MASSAPEQUA,NY,11758
527153,01-JAN-07,01-JUN-07,Settled,KJM HOME HEALTH CARE,PO BOX 423,WATERTOWN,WI,53094-
197559,01-JAN-97,31-DEC-97,As Submitted,M.C.M. INC. HH CARE,2700 KINGMAN ST.,METAIRIE,LA,70006
367320,01-JAN-98,01-AUG-98,Settled,ENRICHED LIVING,5796 KARL ROAD SUITE B,COLUMBUS,OH,43229
109026,01-JAN-10,31-DEC-10,Settled,LCHHS-ORLANDO,445 DOUGLAS AVENUE  SUITE 1005,ALTAMONTE SPRINGS,FL,32714
247043,01-JAN-04,15-NOV-04,Settled,NICOLLET COUNTY,501 S. MINNESOTA AVENUE,ST. PETER,MN,56082
747409,01-JAN-11,31-DEC-11,As Submitted,ARMS OF COMFORT HOME HEALTH INC,345 WESTPARK WAY STE 101,EULESS,TX,76040
347132,01-JUL-10,30-JUN-11,Settled,AMEDISYS HH OF FAYETTEVILLE,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
058112,01-JAN-04,31-DEC-04,Settled,GAJU HOME HEALTH SERVICES,4055 WILSHIRE BOULEVARD  #320,LOS ANGELES,CA,90010
367069,01-JUL-10,30-JUN-11,As Submitted,SALEM AREA VISITING NURSE ASSOC,718 EAST THIRD ST,SALEM,OH,44460
367561,01-JAN-97,30-JUN-97,Settled,NURSES SELECT  INC.,11043 MAIN ST,CINCINNATI,OH,45241
679489,01-JAN-11,31-DEC-11,As Submitted,INHOME CARE  INC-FTW,808 WEST INDIANA AVENUE,MIDLAND,TX,79701
267313,01-JAN-04,15-FEB-04,Settled,MISSOURI HOUME CARE,113 SOUTH BROADWAY,POPLAR BLUFF,MO,36902
557654,01-JUL-97,30-JUN-98,Reopened,ARCADIA HC - SANTA ROSA,3554 ROUND BARN BLVD. SUITE 300,SANTA ROSA,CA,95403
367137,01-JAN-11,31-DEC-11,As Submitted,FAIRFIELD VISITING NURSE,1231 EAST MAIN STREET,LANCASTER,OH,43130-4058
368216,01-JAN-11,31-DEC-11,As Submitted,AMBER HOME CARE  LLC,2800 CORPORATE EXCHANGE DR. #100,COLUMBUS,OH,43231
397622,01-JAN-11,31-DEC-11,As Submitted,AMERICAN HOME HEALTH SERVICES  LLC,261 OLD YORK ROAD  SUITE 833,JENKINTOWN,PA,19046
527219,01-JAN-11,31-DEC-11,Settled,NORTHLAND LUTHERAN HOME HEALTH,925 PINE BEACH RD,MARINETTE,WI,54143
397047,01-JAN-11,31-DEC-11,As Submitted,CELTIC HEALTHCARE OF CARLISLE,220 WILSON STREET SUITE 100,CARLISLE,PA,17013
147508,01-JAN-10,31-DEC-10,Settled,MERIT HEALTHCARE SERVICES,1300 S. MAIN STREET,LOMBARD,IL,60148
457877,29-JUL-11,31-DEC-11,As Submitted,TRADITIONS HEALTH CARE,1862 ROCK PRAIRIE RD  STE 202,COLLEGE STATION,TX,77845
397005,01-JUL-10,30-JUN-11,Settled,VNA OF GREATER PHILADELPHIA,3300 HENRY AVENUE  SUITE 500,PHILADELPHIA,PA,19129
377271,01-JAN-98,27-FEB-98,Settled,ASSURE CARE  INC.,P.O. BOX 3871,BARTLESVILLE,OK,74006
447518,01-JAN-98,31-DEC-98,Reopened,IHS HOME CARE OF TENNESSEE (NASH),5211 LINBAR DRIVE  SUITE 515,NASHVILLE,TN,37211
157285,01-JAN-10,31-DEC-10,Settled,ADVANTAGE HOME HEALTH CARE  INC.,4008 N WHEELING AVE,MUNCIE,IN,47304-1427
108286,01-JAN-11,31-DEC-11,Settled,ANGEL CARE HOME HEALTH AGENCY  INC,2880 W. OAKLAND PARK BLVD  SUITE 221,FT  LAUDERDALE,FL,33311
247247,01-JAN-08,31-DEC-08,Settled,CORAM HOMECARE OF MINNESOTA,,CHICAGO,IL,60694-4835
667001,01-JAN-11,31-DEC-11,Settled,MARIANAS HEALTH SERVICES  INC.,SAIPAN PLAZA BLDG. SUITE 7,SAIPAN,GU,96950
108451,01-JAN-10,31-DEC-10,Settled,ROYAL QUALITY HOME CARE INC,6708 NW 72 AVE,MIAMI,FL,33166-3032
248001,01-JAN-97,26-JAN-98,Settled,NURSING SERVICES AND RESOURCES LLC,233 NORTH THIRD STREET,LACRESCENT,MN,55947
458102,01-JAN-10,31-DEC-10,Settled,BAPTIST MEMORIALS HHA & HOSPICE,902 N. MAIN STREET,SAN ANGELO,TX,76902
247296,01-JAN-10,31-DEC-10,Settled,INTERNATIONAL HEALTH CARE SERVICES,5801 DULUTH ST SUITE 310,GOLDEN VALLEY,MN,55422
447547,01-SEP-96,31-AUG-97,As Submitted,PROCARE SUPPORT SERVICES  INC.,111 WEST MAIN STREET,JACKSON,TN,38301
677828,01-JAN-10,31-DEC-10,Settled,HAPPY DAYS HHC  LLC,2133 POSTWOOD LANE,ARLINGTON,TX,76018
147411,01-SEP-10,31-AUG-11,Settled,CARDIO-CARE INC,5917 N LINCOLN AVE,CHICAGO,IL,60659
058316,01-JAN-11,31-DEC-11,As Submitted,PACIFIC HEALTH SERVICES  INC.,3407 W. 6TH STREET  SUITE 512,LOS ANGELES,CA,90020
058338,01-JAN-08,31-DEC-08,Settled,GENERAL HOME HEALTH SERVICES  INC.,4750 YORK BLVD.  STE. A,LOS ANGELES,CA,90042
377497,01-SEP-10,31-AUG-11,Settled,MAGNA HOME HEATLH CARE  INC,4271 WEST ALBANGY,BROKEN ARROW,OK,74012
397458,01-JAN-10,31-DEC-10,Settled,CAMBRIA HOME HEALTH  INC.,1506 RAILROAD STREET,SUMMERHILL,PA,159583312
147545,01-JAN-11,31-DEC-11,Settled,CARING PROFESSIONALS HM CARE INC,3456 WEST PETERSON AVENUE,CHICAGO,IL,60659
117108,01-JAN-11,31-DEC-11,As Submitted,C.S.R.A.H.H.A. - COLUMBIA  INC,415 WEST HILL STREET,THOMSON,GA,30824
017097,01-JAN-11,31-DEC-11,As Submitted,CLAY COUNTY HOSPITAL HOME CARE  LLC,420 W PINHOOK RD  SUITE A,LAFAYETTE,LA,70503
458123,01-SEP-97,15-JUL-98,As Submitted,JIMMIES SPECIAL CARE  INC.,1909 CYPRESS CREEK ROAD,CEDAR PARK,TX,78613
678147,01-JAN-97,31-DEC-97,Settled,ALPHA NURSING CARE  INC.,1140 EMPIRE CENTRAL  SUITE 600,DALLAS,TX,75247
267585,01-JAN-11,31-DEC-11,As Submitted,AW HEALTHCARE INC,7212-7216 BALSTON AVENUE,ST. LOUIS,MO,63130
517131,01-JAN-08,01-JUL-08,Settled,OHIO VALLEY HOME HEALTH  INC.,2415 JACKSON AVENUE,POINT PLEASANT,WV,25550
677803,01-JAN-11,31-DEC-11,As Submitted,EMBASSY HEALTHCARE SYSTEM  INC.,10701 CORPORATE DRIVE  SUITE 395,STAFFORD,TX,77477
297115,01-JAN-11,31-DEC-11,Settled,INTEGRITY HOME HEALTH CARE INC,501 S RANCHO DRIVE #D21,LAS VEGAS,NV,891064832
047312,01-JAN-94,31-DEC-94,Settled,AREA AGENCY ON AGING OF WESTERN ARK,524 GARRISON AVENUE,FORT SMITH,AR,72902
207045,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,175 EXCHANGE ST SUITE 100,BANGOR,ME,04401-6537
197215,01-JAN-10,31-DEC-10,Settled,SYNERGY HOME CARE SOUTHEASTERN REG,311 PARK PLACE BLVD SUITE 500,CLEARWATER,FL,33759
459008,01-JAN-10,31-DEC-10,Settled,PRESTIGE HEALTH SERVICES  INC.,9888 BISSONNET STREET  SUITE 690,HOUSTON,TX,77036-8249
743151,01-JAN-10,31-DEC-10,Settled,RELIANT HOME HEALTH CARE,1120 N GALLOWAY AVE,MESQUITE,TX,75149
108242,01-JAN-10,31-DEC-10,Settled,ALL PRO HH-FL,995 TAMIAMI TRAIL STE. B,PORT CHARLOTTE,FL,33953
037215,01-JAN-11,31-DEC-11,As Submitted,LIFE CARE AT HOME OF ARIZONA,1661 E CAMELBACK ROAD,PHOENIX,AZ,85016
109644,08-MAR-11,31-DEC-11,As Submitted,A 1 PREMIER HOME CARE AGENCY INC,941 SW 122 AVE,MIAMI,FL,33184
678095,01-JAN-97,31-DEC-97,Settled,SUPERIOR HOME & COMMUNITY CARE  INC.,3403 WEST ALBERTA,EDINBURG,TX,78539
678206,01-JAN-98,31-JUL-98,Settled,SECURE HOME HEALTH (MCALLEN)  INC.,207 N.15TH STREET,MC ALLEN TX,TX,78501
678328,01-JAN-97,31-DEC-97,Settled,CONVENANT CARE HOME HEALTH,400 S. COLLINS ST.,ARLINGTON,TX,
367167,01-JUL-10,30-JUN-11,Settled,AMERICAN MERCY HOME CARE  LLC,2300 WALL STREET,CINCINNATI,OH,45212
108056,01-JUL-10,30-JUN-11,Settled,AMEDISYS OF NORTH CENTRAL FLORIDA,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
679503,01-AUG-10,31-JUL-11,Settled,DREAM CARE  LLC,1429 E. TAMARACK,MCALLEN,TX,78501
148022,01-JAN-11,31-DEC-11,As Submitted,EBENEZER HOME HEALTH SERVICES,8200 WEST 185TH STREET. SUITE H23,TINLEY PARK,IL,60487
307014,01-JUL-10,30-JUN-11,Settled,WENTWORTH HOMECARE & HOSPICEE,5959 SOUTH SHERWOOD FOREST BLVD,BATON ROUGE,LA,70816-6038
678261,01-JAN-11,31-DEC-11,As Submitted,SPECIALTY WOUND & OSTOMY NRSG INC.,2424 WILCREST DRIVE  SUITE 105,HOUSTON,TX,77042
147896,01-JAN-11,31-DEC-11,Settled,EVERCARING HOME HEALTH INC,3939 N. WILKE ROAD,ARLINGTON HEIGHTS,IL,60004
148196,01-JAN-11,31-DEC-11,Settled,GOOD SAMARITAN HOME HEALTH SERV INC,220 E. LAKE STREET #103,ADDISON,IL,60101-2887
458338,01-APR-97,31-MAR-98,Settled,CARING HOME HEALTH CARE AGENCY,2806 HOLMES STREET,DALLAS,TX,75215
458493,01-AUG-98,08-MAY-99,Settled,QUALITY HEALTH CARE,15503 SILVER RIDGE,HOUSTON,TX,77090
517130,01-APR-10,31-MAR-11,Settled,THREE RIVERS HOME CARE,3235 1/2 COURT STREET TRAILER,FORT GAY,WV,25514-0117
058066,01-JAN-02,22-JUL-02,Settled,CENTRAL COAST VNA AND HOSPICE,809 BROADWAY  SUITE B,KING CITY,CA,93930-
227085,01-JUL-96,30-JUN-97,Settled,CARVER PUBLIC HEALTH NURSE COMMITTEE,LAKEVIEW STREET,SOUTH CARVER,MA,02366
747218,01-JAN-10,31-DEC-10,Settled,KYPUROS ENTERPRISES  LLC,1000 CROWN RIDGE  STE D,EAGLE PASS,TX,78852
137091,01-JAN-11,31-DEC-11,As Submitted,ASPEN TRANSITIONAL HOME CARE,2867 EAST COPPER POINT DRIVE,MERIDIAN,ID,83642
679613,01-NOV-10,31-OCT-11,Settled,ALPHA OMEGA HOME HEALTH CARE,990 IH 10 NORTH SUITE 203,BEAUMONT,TX,77702
147640,01-JAN-11,31-DEC-11,Settled,AWAKENED ALTERNATIVES  INC.,3235 VOLLMER ROAD  #200,FLOSSMOOR,IL,60422
377700,01-JAN-10,31-DEC-10,Settled,ONHL MEDICAL HOME HEALTH SERVICES,7TH & COMPTON,WEWOKA,OK,74883
108124,01-JAN-11,31-DEC-11,As Submitted,HOME CARE OF PINELLAS  INC.,1801 NORTH BELCHER ROAD,CLEARWATER,FL,33765
368334,01-JAN-11,31-DEC-11,As Submitted,LIBERTY HEALTHCARE SERVICES  LLC,6415 E. LIVINGSTON AVE. - F,REYNOLDSBURG,OH,43068
747053,01-JAN-11,31-DEC-11,As Submitted,ZOEY HEALTH SERVICES  INC,4260 BLUEBONNET DR,STAFFORD,TX,77477-2911
227215,01-JAN-11,31-DEC-11,As Submitted,NIGHTINGALE HHC OF MASSACHUSETTS,1020 PLAIN STREET  SUITE 106,MARSHFIELD,MA,02050
197077,01-JAN-11,31-DEC-11,Settled,LOUISIANA HOMECARE OF LUTCHER,420 W PINHOOK RD  SUITE A,LAFAYETTE,LA,70503-2131
108125,01-JAN-11,31-DEC-11,Settled,VILLAGE HOME CARE  LLC,2760 SE 17TH STREET BLD#100 #101,OCALA,FL,34471
747393,01-JAN-11,31-DEC-11,Settled,J-SHALOM HOME HEALTH SERVICE,1116 HYANNIS STREET,PLANO,TX,75094
157249,01-JAN-11,31-DEC-11,As Submitted,ASSOCIATED HOMECARE  INC.,2255 STURDY ROAD,VALPARAISO,IN,46383
657004,01-JAN-11,31-DEC-11,Settled,HEALTH  SERVICES OF THE PACIFIC,,TAMUNIG,GU,96931
107275,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,2931 HWY 77 NORTH,PANAMA CITY,FL,32405-4411
287060,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,8055 0 STREET SUITE 111,LINCOLN,NE,68510
747527,10-MAR-11,31-DEC-11,As Submitted,CLASSIC HOME HEALTHCARE SERV.  INC.,2621 WALNUT CREEK DRIVE,MESQUITE,TX,75181-4226
457960,01-JAN-11,31-DEC-11,As Submitted,BIENESTAR HOME HEALTH SERVICES,3117 MCRAE BLVD STE A,EL PASO,TX,79925
058025,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,10100 TRINITY PARKWAY SUITE 450,STOCKTON,CA,95219-7241
367159,01-JAN-11,31-DEC-11,As Submitted,GENTIVA HEALTH SERVICES,495 PORTAGE LAKES DR,AKRON,OH,44319
127019,01-OCT-96,31-OCT-97,Settled,KOHALA HOME HEALTH,775 N. 8TH,BOISE,ID,83702
387116,01-JAN-99,19-MAR-99,Settled,MERIT HOME HEALTH,3295 TRIANGLE DRIVE S.E. SUITE 100,SALEM,OR,97302
557456,01-JAN-98,21-APR-98,Settled,INFINITY NURSES CARE  INC.,2410 DYER LANE,FREMONT,CA,94536
147551,01-JAN-95,31-DEC-95,Settled,AMERICAN FAMILY HOME HEALTH,2950 COURT STREET,PEKIN,8L,61554
057523,01-JAN-96,31-MAR-96,Settled,OLSTEN KIMBERLY QUALITYCARE,1901 NORTH SOLAR DRIVE  SUITE 175,OXNARD,CA,93030
147128,01-JAN-96,31-DEC-96,Settled,C.T. WILLOW,9730 WESTERN AV   SUITE 741,EVERGREEN PARK,IL,60805
237472,01-OCT-09,30-SEP-10,Settled,COMFORT CARE HOME HEALTH SRVCS  INC.,28157 DEQUINDRE ROAD,MADISON HEIGHTS,MI,48092
109304,01-JAN-10,31-DEC-10,Settled,NEW GENERATION HOME HEALTH SERVICES,150 NW 168TH ST  STE 205,NORTH MIAMI BEACH,FL,33169-6034
673194,01-JAN-10,31-DEC-10,Settled,MHS-MISSIONCARE HEALTH SERVICES INC,8035 E RL THORNTON FRWY STE 310,DALLAS,TX,75228
237769,01-JAN-10,31-DEC-10,Settled,DELTA HOME CARE  INC.,2301 COOLIDGE HWY,BERKLEY,MI,48072
108292,01-JAN-10,31-DEC-10,Settled,REALITY CARE HOME HEALTH SERVICES,13550 SW 88TH STREET  SUITE 290,MIAMI,FL,33186
747039,01-JAN-10,31-DEC-10,Settled,AAA HEALTHCARE SERVICES INC,505 N. SAM HOUSTON PK,HOUSTON,TX,77060
458041,01-JAN-11,31-DEC-11,Settled,MILLENNIUM OF NE TEXAS,1575 HERITAGE DR  STE 201,MCKINNEY,TX,75069
678210,01-JAN-10,31-DEC-10,Settled,INTEGRACARE HOME HEALTH,2559 SW GRAPEVINE PKWY STE. 300,GRAPEVINE,TX,76051
059130,01-JAN-11,31-DEC-11,Settled,EXCEPTIONAL HOME HEALTH SERVICES  IN,2315 KUEHNER DR.  SUITE 112,SIMI VALLEY,CA,93063
237659,01-JAN-11,31-DEC-11,As Submitted,JOHN PAUL HOME CARE INC,30600 TELEGRAPH ROAD SUITE 2370,BINGHAM FARMS,MI,48025
397754,01-JAN-11,31-DEC-11,As Submitted,COMFORT HOME CARE  INC.,826 BUSTLETON PIKE  SUITE 104,FEASTERVILLE,PA,19053
368123,01-JAN-11,31-DEC-11,As Submitted,DEFINITIVE HOME HEALTH CARE  LLC,1 ELIZABETH PLACE  SUITE 800,DAYTON,OH,45417
057163,01-JAN-11,31-DEC-11,As Submitted,VN AND HOSPICE OF SANTA BARBARA,222 E CANON PERDIDO,SANTA BARBARA,CA,93101
237575,01-JAN-11,31-DEC-11,As Submitted,HOSPICE ADVANTAGE INC.,401 CENTER AVE,BAY CITY,MI,48708
037296,15-JUN-11,31-DEC-11,As Submitted,PREFERRED HEALTH  INC.,5151 N. 16TH STREET  SUITE E-226,PHOENIX,AZ,85016
237527,01-JAN-11,31-DEC-11,As Submitted,AMBER HOME HEALTH CARE  INC,2021 MONROE STREET  SUITE 306,DEARBORN,MI,48124
057708,01-JAN-11,31-DEC-11,As Submitted,SISKIYOU HOME HEALTH SERVICES,700 S. MAIN ST SUITE 2,YREKA,CA,96097
248011,01-JAN-11,31-DEC-11,As Submitted,CRYSTAL CARE HOME HEALTH SERVICES,6461 LYNDALE AVE. SOUTH,MINNEAPOLIS,MN,55423
167104,01-JUL-96,31-DEC-96,Settled,KOSSUTH COUNTY PHNS,109 W. STATE STREET,ALGONA,IA,50511
177215,01-JAN-98,31-DEC-98,Settled,MCCURRYS HOME HEALTH  INC.,600 NEBRASKA STREET,KANSAS CITY,KS,66101
267295,01-JAN-98,01-MAR-98,Settled,NIGHTINGALE HOME HEALTH  INC.,1417 VILLAGE DRIVE,ST. JOSEPH,MO,64506
347076,01-JAN-95,16-JUL-95,Settled,OLSTEN KIMBERLY QUALITYCARE,1100 S STRATFORD RD,WINSTON-SALEM,NC,27103
397556,30-SEP-95,30-NOV-95,Settled,OLSTEN KIMBERLY QUALITYCARE,950 GREENTREE ROAD  SUITE 201,PITTSBURGH,PA,15220
497436,01-JAN-96,31-JAN-97,Settled,BLUE RIDGE HOME CARE  INC.,,,,
677450,01-JAN-10,31-DEC-10,Settled,HOMEBOUND HEALTH CARE,1705 N. BISHOP,TEXARKANA,TX,75501
457955,01-JAN-10,31-DEC-10,Settled,NIGHTINGALE SERVICES  INC.,6220 WESTPARK  SUITE 220,HOUSTON,TX,77057
457950,01-JAN-10,31-DEC-10,Settled,BEACON HOME HEALTH AGENCY  INC.,1814 PINE HOLLOW DRIVE,MISSOURI CITY,TX,77489-3111
527196,01-JAN-95,31-DEC-95,Settled,FAMILY SERVICE ASSOCIATION,333 REED AVENUE,MANITOWOC,WI,54220-2091
507073,01-JAN-99,31-OCT-99,Settled,INTERIM HEALTHCARE OF SEATTLE,10700 MERIDIAN AVE. NORTH  #507,SEATTLE,WA,98133-9023
337249,01-JAN-11,31-DEC-11,As Submitted,ULSTER HOME HEALTH SERVICES,918 ULSTER AVE,KINGSTON,NY,12402
327133,01-JAN-10,31-DEC-10,Settled,T OR C AMBERCARE HOME HEALTH,,BELEN,NM,87002
197448,01-MAY-95,30-APR-96,Settled,NURSES HOME HEALTH SERVICES  INC.-GRETNA,781 BEHRMAN HWY. STE 211,GRETNA,LA,70054-2553
327105,01-JAN-98,01-AUG-98,Settled,GILMORE HOME HEALTH CARE  INC.,121 W. THIRD,ROSWELL,NM,88202-2363
377430,01-SEP-97,31-DEC-97,Settled,OUTREACH HOME HEALTH  INC.,,CLAYTON,OK,74536
057561,01-MAR-95,06-JUN-95,Settled,STAFF BUILDERS HHC-CULVER CITY,1000 CORPORATE POINT  #105,CULVER CITY,CA,90230
